cell_id,x_original,y_original,x_cropped,y_cropped,x_standardized,y_standardized
176,7465.851732336378,19454.9471019431,1984.8517323363776,13234.9471019431,843.5619862429604,5624.852518325817
177,7309.128602023171,19376.407571322427,1828.128602023171,13156.407571322427,776.9546558598477,5591.473217812031
178,7577.622978381,19420.901944992078,2096.6229783810004,13200.901944992078,891.0647658119251,5610.383326621633
179,7476.451824010277,19439.929337293193,1995.451824010277,13219.929337293193,848.0670252043677,5618.469968349607
180,8097.620822971157,19409.95636571826,2616.6208229711574,13189.956365718259,1112.063849762742,5605.73145543026
181,7498.16416350211,19435.829795930025,2017.1641635021097,13215.829795930025,857.2947694883966,5616.727663270261
182,7913.062951351294,19437.969655883426,2432.062951351294,13217.969655883426,1033.6267543243,5617.637103750456
183,7516.687471209388,19433.60724848295,2035.6874712093877,13213.60724848295,865.1671752639897,5615.783080605253
184,7653.319334273793,19392.323668198358,2172.319334273793,13172.323668198358,923.2357170663621,5598.237558984302
185,8082.4980982399775,19451.496611953924,2601.4980982399775,13231.496611953924,1105.6366917519904,5623.386060080417
186,7664.7349483600865,19410.148161380464,2183.7349483600865,13190.148161380464,928.0873530530367,5605.812968586697
187,7499.526384575076,19461.540541141712,2018.526384575076,13241.540541141712,857.8737134444073,5627.654729985227
188,7558.560358702818,19443.016925046468,2077.560358702818,13223.016925046468,882.9631524486977,5619.782193144749
189,7506.172163623911,19393.457377590075,2025.1721636239108,13173.457377590075,860.6981695401621,5598.719385475782
190,7484.407330627475,19429.890556256214,2003.407330627475,13209.890556256214,851.4481155166768,5614.203486408891
191,7524.88024374771,19449.978138348968,2043.8802437477098,13229.978138348968,868.6491035927767,5622.740708798311
192,7476.900902103034,19412.106782374613,1995.9009021030342,13192.106782374613,848.2578833937895,5606.64538250921
193,7570.485442557316,19383.266394103877,2089.4854425573158,13163.266394103877,888.0313130868592,5594.388217494147
